id,x,y
0,0.05711076079250111,0.7553746114038136
1,0.059822409383506206,0.7450666320011909
10,0.8155846498022825,0.39583534862841596
11,0.8946205478671959,0.4329041108505736
12,0.7461523833601552,0.2624690313884661
13,0.7892644504013997,0.2181529471188781
14,0.7535936532759755,0.3247914540187784
15,0.1400685518951463,0.7368295693368914
16,0.9223317965691769,0.6100675474280718
17,0.8837562233155032,0.6422616584809276
18,0.09852007696137745,0.15672679880332077
19,0.4091576849761148,0.2665519819676838
2,0.3178610314340711,0.47277051060838854
20,0.4114963673419879,0.5036837125917035
21,0.05784748120431521,0.17500220926344207
22,0.3398420600008924,0.2769341118287026
23,0.6106085234603827,0.28282925189622193
24,0.5875871217055035,0.4960647466910621
25,0.18509562683564773,0.1511329142871741
26,0.6309492406073711,0.3542583441735147
27,0.054183652222292045,0.22377924046775963
28,0.23432773191359432,0.3140865551840988
29,0.42918739361933594,0.742060647143238
3,0.11430912799319799,0.9632890646302892
30,1,0.2844235975369586
31,0.25692898444284773,0.29925155583396607
32,0.442023341970562,0.37676684875216254
33,0.7267936376280747,0.6191411352849917
34,0.5989490529538165,0.41307726515608983
35,0.7249321843855526,0.4489691689066011
36,0.6582041059611546,0.35025258719667124
37,0.5427728168526688,0.33059795042973994
38,0.2540298620629152,0.1949838593543098
39,0.6890928694867536,0.2227532506667336
4,0.8830683900146139,0.2178482159837611
40,0.04588378901022819,0.16188966366985952
41,0.3404986883263725,0.10456612688831611
42,0.8408151805203715,0.32346399065643555
43,0.7448355354896338,0.5679262332346026
44,0.9621282499820991,0.5503435711292394
45,0.3708326027313896,0.7797702346248461
46,0.11288425668870866,0.8480130418448809
47,0.5517117610040412,1
48,0.9146163846016013,0.22366831629788364
49,0.9767581923269034,0.48711675878805605
5,0.6359593857538353,0.14776965762898947
50,0.8346881660165759,0.5490776528066745
51,0.6788280116320878,0.472816521376089
52,0.8737632326741089,0.3511744892347914
53,0.11430912799319799,0.9632890646302892
54,0.2488890256267326,0.05159845106192446
55,0.34475600175714705,0.06035303045076159
56,0.5069584175600699,0.019389805194211324
57,0.5633116817692023,0.04883062130843127
58,0.5675948830519376,0.09664732708824537
59,0.3766485933527857,0
6,0.17446592785339485,0.6769179811739847
60,0.14530118126758004,0.07444967532246442
61,0.11430912799319799,0.9632890646302892
62,0.7843315465276941,0.10098270697327971
63,0.4779776910992608,0.11962499358527624
64,0.44301877613604346,0.08789174308478022
65,0.3984131747563934,0.7390912981726724
66,0,0.3334081616379392
7,0.11430912799319799,0.9632890646302892
8,0.11142277546019058,0.8291604758347207
9,0.5533262351658892,0.9999943375152719
